,CPU Frequencies,GPU Frequencies,Mem Frequencies,Initialization Time,Allocation Time,Copy To Device Time,Kernel Time,Copy Back and Merge Time,Deallocation Time,Real Time,User Time,System Time,Starttime,Endtime
244,499200.0,1032750000.0,102000000.0,14.31776,497.589569,35.185986,131.509216,1.791104,8.054208,8471.0,17528.0,664.0,2840178.0,2849010.0
245,499200.0,1032750000.0,204000000.0,8.274816,437.382507,16.3368,122.87114,1.334464,3.6984,7629.0,16500.0,388.0,2849965.0,2857788.0
246,499200.0,1032750000.0,408000000.0,4.986016,459.768372,9.82528,118.852669,0.508992,2.4576,7357.0,16324.000000000002,256.0,2858321.0,2865820.0
247,499200.0,1032750000.0,665600000.0,4.26592,464.053772,7.452768,116.180756,0.590144,2.332416,7185.0,16204.0,264.0,2866230.0,2873536.0
248,499200.0,1032750000.0,800000000.0,3.704768,431.621887,7.53744,116.287979,0.342336,1.90016,7139.0,16123.999999999998,256.0,2873901.0,2881155.0
249,499200.0,1032750000.0,1062400000.0,3.44432,430.86795,6.989984,114.955276,0.900224,1.97536,7082.0,16108.0,240.0,2881516.0,2888707.0
250,499200.0,1032750000.0,1331200000.0,3.087008,459.808929,6.511296,114.239296,0.357856,1.85712,7164.0,16172.0,176.0,2889044.0,2896314.0
251,499200.0,1032750000.0,1600000000.0,3.00624,461.508698,6.296864,114.37571,0.89312,1.92672,7066.0,16160.0,164.0,2896653.0,2903824.0
252,499200.0,1032750000.0,1866000000.0,3.020896,442.879913,7.345792,113.571815,0.604192,1.72656,7046.0,16052.0,232.0,2904156.0,2911307.0
253,499200.0,1122000000.0,40800000.0,73.604286,682.773193,339.910004,332.360962,7.750752,22.936417,22611.0,31176.0,2924.0,2911658.0,2935621.0
254,499200.0,1122000000.0,68000000.0,34.859745,479.441162,66.220833,141.949783,2.212896,10.8888,9390.0,18364.0,1068.0,2938506.0,2948454.0
255,499200.0,1122000000.0,102000000.0,27.099808,486.46048,36.081985,129.556107,6.637568,6.899296,8399.0,17232.0,640.0,2949830.0,2958596.0
256,499200.0,1122000000.0,204000000.0,15.380192,438.133026,16.302849,120.244217,0.691136,3.714176,7532.0,16536.0,388.0,2959569.0,2967295.0
257,499200.0,1122000000.0,408000000.0,10.543296,463.234711,9.743264,118.387604,0.502656,2.620704,7343.0,16303.999999999998,264.0,2967830.0,2975312.0
258,499200.0,1122000000.0,665600000.0,8.764224,459.291565,7.48592,116.415031,0.358464,2.054176,7206.0,16184.000000000002,252.0,2975713.0,2983038.0
259,499200.0,1122000000.0,800000000.0,9.388096,427.321381,7.580096,115.93869,0.90992,2.11968,7128.0,16068.000000000002,296.0,2983397.0,2990641.0
260,499200.0,1122000000.0,1062400000.0,8.892864,458.221039,6.715232,115.133606,1.018592,1.90928,7214.0,16148.0,248.0,2990993.0,2998317.0
